Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Zona;Valor
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 355.000.000
Apartamento;Apartamento en venta en Colina Campestre;3;2;108;Colina Campestre;Niza;Niza;$ 545.000.000
Apartamento;Apartamento en venta en Chapinero;2;2;89;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 720.000.000
Apartamento;Apartamento en venta en Chapinero;3;2;95;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 650.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;87;Cedritos;USAQUEN;USAQUEN;$ 343.000.000
Apartamento;Apartamento en venta en Usme;3;1;46;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 127.000.000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;70;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 370.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;57;Kennedy;Kennedy Central;Kennedy Central;$ 162.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;300;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.560.000.000
Apartamento;Apartamento en venta en Usme;3;1;48;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 136.000.000
Casa;Casa en venta en Engativa;4;2;90;Engativa;Engativa;Engativa;$ 265.000.000
Apartamento;Apartamento en venta en Usme;2;1;43;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 131.000.000
Casa;Casa en venta en USAQUEN;3;2;114;USAQUEN;USAQUEN;USAQUEN;$ 416.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;43;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 161.000.000
Casa;Casa en venta en El Contador;4;3;210;El Contador;Los Cedros;Los Cedros;$ 900.000.000
Casa;Casa en venta en Nueva Zelandia;4;2;105;Nueva Zelandia;SUBA: La Academia + Guaymaral + San José de Bavaria;SUBA;$ 389.000.000
Apartamento;Apartamento en venta en USAQUEN;3;1;54;USAQUEN;USAQUEN;USAQUEN;$ 190.000.000
Apartamento;Apartamento en venta en Usme;3;1;50;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 139.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;70;Cedritos;USAQUEN;USAQUEN;$ 319.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;52;Cedritos;USAQUEN;USAQUEN;$ 327.000.000
Apartamento;Apartamento en venta en La Calleja;1;2;70;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 474.500.000
Apartamento;Apartamento en venta en Cedritos;1;2;48;Cedritos;USAQUEN;USAQUEN;$ 308.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;134;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 720.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;66;Cedritos;USAQUEN;USAQUEN;$ 310.000.000
Apartamento;Apartamento en venta en Madelena;2;1;40;Madelena;Arborizadora;Arborizadora;$ 177.500.000
Casa;Casa en venta en Zona Noroccidental;4;3;222;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.200.000.000
Apartamento;Apartamento en venta en El Plan;3;2;77;El Plan;El Rincon;El Rincon;$ 380.000.000
Apartamento;Apartamento en venta en Suba;3;2;53;Suba;Suba;Suba;$ 210.000.000
Casa;Casa en venta en Kennedy;14;7;360;Kennedy;Kennedy Central;Kennedy Central;$ 1.290.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;77;Cedritos;USAQUEN;USAQUEN;$ 320.000.000
Apartamento;Apartamento en venta en San Patricio;1;2;60;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 445.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;91;USAQUEN;USAQUEN;USAQUEN;$ 340.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 510.000.000
Casa;Casa en venta en USAQUEN;7;3;240;USAQUEN;USAQUEN;USAQUEN;$ 465.000.000
Apartamento;Apartamento en venta en Villa Alsacia;2;1;42;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 220.000.000
Apartamento;Apartamento en venta en Hayuelos;3;2;69;Hayuelos;Modelia;Modelia;$ 337.000.000
Apartamento;Apartamento en venta en Kennedy;2;2;54;Kennedy;Kennedy Central;Kennedy Central;$ 260.000.000
Apartamento;Apartamento en venta en Tintala;3;3;98;Tintala;Tintala;Tintala;$ 445.000.000
Apartamento;Apartamento en venta en Tintala;3;2;74;Tintala;Tintala;Tintala;$ 290.000.000
Apartamento;Apartamento en venta en Nueva Zelandia;2;2;56;Nueva Zelandia;SUBA: La Academia + Guaymaral + San José de Bavaria;SUBA;$ 342.514.000
Apartamento;Apartamento en venta en Santa Paula;2;3;89;Santa Paula;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 625.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;90;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 490.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;71;USAQUEN;USAQUEN;USAQUEN;$ 350.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;90;Cedritos;USAQUEN;USAQUEN;$ 444.150.000
Apartamento;Apartamento en venta en Villemar;3;2;78;Villemar;Fontibon;Fontibon;$ 360.000.000
Apartamento;Apartamento en venta en Santa Fe;1;2;54;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 370.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;52;Kennedy;Kennedy Central;Kennedy Central;$ 150.000.000
Apartamento;Apartamento en venta en Tintala;2;2;54;Tintala;Tintala;Tintala;$ 232.500.000
Apartamento;Apartamento en venta en Kennedy;3;2;64;Kennedy;Kennedy Central;Kennedy Central;$ 271.000.000
Apartamento;Apartamento en venta en Santa Fe;1;2;60;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 450.000.000
Apartamento;Apartamento en venta en Tintala;3;2;55;Tintala;Tintala;Tintala;$ 163.500.000
Apartamento;Apartamento en venta en Kennedy;4;2;88;Kennedy;Kennedy Central;Kennedy Central;$ 390.000.000
Casa;Casa en venta en Zona Noroccidental;3;2;89;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 300.000.000
Apartamento;Apartamento en venta en Mazuren;3;3;85;Mazuren;El Prado;El Prado;$ 406.000.000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 465.000.000
Apartamento;Apartamento en venta en El Contador;2;2;62;El Contador;Los Cedros;Los Cedros;$ 390.000.000
Apartamento;Apartamento en venta en Antonio Nariño;2;1;37;Antonio Nariño;Restrepo;Restrepo;$ 175.000.000
Apartamento;Apartamento en venta en El Batan;2;2;91;El Batan;La Alhambra;La Alhambra;$ 445.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;60;USAQUEN;USAQUEN;USAQUEN;$ 422.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;112;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 690.000.000
Apartamento;Apartamento en venta en El Batan;2;2;91;El Batan;La Alhambra;La Alhambra;$ 445.000.000
Apartamento;Apartamento en venta en USAQUEN;1;2;42;USAQUEN;USAQUEN;USAQUEN;$ 357.000.000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 465.000.000
Apartamento;Apartamento en venta en Tintala;3;2;59;Tintala;Tintala;Tintala;$ 164.000.000
Casa;Casa en venta en Zona Noroccidental;3;2;89;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 300.000.000
Apartamento;Apartamento en venta en Mazuren;3;3;85;Mazuren;El Prado;El Prado;$ 406.000.000
Apartamento;Apartamento en venta en USAQUEN;4;4;261;USAQUEN;USAQUEN;USAQUEN;$ 1.700.000.000
Apartamento;Apartamento en venta en USAQUEN;2;3;109;USAQUEN;USAQUEN;USAQUEN;$ 570.000.000
Casa;Casa en venta en La Uribe;3;3;110;La Uribe;USAQUEN;USAQUEN;$ 460.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;157;USAQUEN;USAQUEN;USAQUEN;$ 960.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;81;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 510.000.000
Apartamento;Apartamento en venta en USAQUEN;1;2;69;USAQUEN;USAQUEN;USAQUEN;$ 520.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;36;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 142.000.000
Apartamento;Apartamento en venta en Santa Fe;3;2;172;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 750.000.000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;2;1;50;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 160.000.000
Casa;Casa en venta en La Uribe;3;3;110;La Uribe;USAQUEN;USAQUEN;$ 445.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;74;USAQUEN;USAQUEN;USAQUEN;$ 570.000.000
Apartamento;Apartamento de 70 m2;3;2;70;Engativa;Engativa;Engativa;$ 319.981.523
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 510.000.000
Apartamento;Apartamento en venta en El Contador;1;2;58;El Contador;Los Cedros;Los Cedros;$ 380.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 134.000.000
Apartamento;Apartamento en venta en Kennedy;1;1;29;Kennedy;Kennedy Central;Kennedy Central;$ 120.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;93;USAQUEN;USAQUEN;USAQUEN;$ 460.000.000
Casa;Casa en venta en La Uribe;3;3;131;La Uribe;USAQUEN;USAQUEN;$ 560.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;59;Cedritos;USAQUEN;USAQUEN;$ 351.000.000
Apartamento;Apartamento en venta en Kennedy;2;3;198;Kennedy;Kennedy Central;Kennedy Central;$ 1.390.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;60;USAQUEN;USAQUEN;USAQUEN;$ 422.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;78;Fontibon;Fontibon;Fontibon;$ 260.000.000
Apartamento;Apartamento en venta en Chico Norte;2;2;95;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 980.000.000
Apartamento;Apartamento en venta en Kennedy;2;1;42;Kennedy;Kennedy Central;Kennedy Central;$ 116.100.000
Apartamento;Apartamento en venta en Chico Norte;2;2;95;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 980.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;54;Kennedy;Kennedy Central;Kennedy Central;$ 237.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;67;Kennedy;Kennedy Central;Kennedy Central;$ 320.000.000
Apartamento;Apartamento en venta en Cedritos;4;4;132;Cedritos;USAQUEN;USAQUEN;$ 530.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;108;Cedritos;USAQUEN;USAQUEN;$ 503.000.000
Apartamento;Apartamento en venta en Bosa;2;1;42;Bosa;Bosa Central;Bosa Central;$ 117.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;3;166;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.300.000.000
Apartamento;Apartamento en venta en Chico Reservado;1;2;49;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 477.000.000
Apartamento;Apartamento en venta en Cedritos;4;4;100;Cedritos;USAQUEN;USAQUEN;$ 450.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;81;Cedritos;USAQUEN;USAQUEN;$ 515.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;146;Cedritos;USAQUEN;USAQUEN;$ 730.000.000
Apartamento;Apartamento en venta en Cedritos;2;3;93;Cedritos;USAQUEN;USAQUEN;$ 600.000.000
Apartamento;Apartamento en venta en Santa Barbara;4;2;97;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 480.000.000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;92;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 560.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;48;Cedritos;USAQUEN;USAQUEN;$ 308.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;55;Cedritos;USAQUEN;USAQUEN;$ 365.000.000
Casa;Casa en venta en Las Villas;5;4;278;Las Villas;Niza;Niza;$ 1.200.000.000
Apartamento;Apartamento en venta en Los Rosales;1;1;51;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 371.000.000
Casa;Casa en venta en Zona Noroccidental;4;3;148;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 850.000.000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 428.000.000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 421.000.000
Apartamento;Apartamento en venta en Bella Suiza;3;3;127;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 650.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;Kennedy Central;$ 295.000.000
Apartamento;Apartamento en venta en Tintala;3;1;47;Tintala;Tintala;Tintala;$ 144.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;70;Cedritos;USAQUEN;USAQUEN;$ 280.000.000
Apartamento;Apartamento en venta en Tintala;3;2;54;Tintala;Tintala;Tintala;$ 162.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;86;Cedritos;USAQUEN;USAQUEN;$ 620.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;118;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.200.000.000
Apartamento;Apartamento en venta en Mazuren;3;2;88;Mazuren;El Prado;El Prado;$ 360.000.000
Local;Local en venta en Chapinero;2;2;74;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 350.000.000
Apartamento;Apartamento en venta en Bella Suiza;3;3;127;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 650.000.000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;92;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 560.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;Kennedy Central;$ 295.000.000
Apartamento;Apartamento en venta en Engativa;3;2;75;Engativa;Engativa;Engativa;$ 413.500.000
Apartamento;Apartamento en venta en La Calleja;3;4;248;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.200.000.000
Apartamento;Apartamento en venta en Cedritos;2;1;53;Cedritos;USAQUEN;USAQUEN;$ 370.000.000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;90;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 600.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;83;Fontibon;Fontibon;Fontibon;$ 390.000.000
Apartamento;Apartamento en venta en El Batan;2;2;75;El Batan;La Alhambra;La Alhambra;$ 447.500.000
Apartamento;Apartamento en venta en Bosa;2;1;56;Bosa;Bosa Central;Bosa Central;$ 132.000.000
Apartamento;Apartamento en venta en Chapinero Central;3;2;59;Chapinero Central;CHAPINERO: CENTRAL;CHAPINERO: CENTRAL;$ 180.000.000
Apartamento;Apartamento en venta en El Batan;1;1;43;El Batan;La Alhambra;La Alhambra;$ 285.000.000
Apartamento;Apartamento en venta en La Uribe;3;2;97;La Uribe;USAQUEN;USAQUEN;$ 620.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;69;USAQUEN;USAQUEN;USAQUEN;$ 400.000.000
Apartamento;Apartamento en venta en La Calleja;3;4;174;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.380.000.000
Apartamento;Apartamento 54,11M;1;2;54;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 335.238.800
Apartamento;Apartamento en venta en Santa Barbara;2;3;92;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 820.000.000
Apartamento;Apartamento en venta en Los Rosales;1;1;46;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 545.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;48;Fontibon;Fontibon;Fontibon;$ 217.000.000
Apartamento;Apartamento en venta en Engativa;3;3;95;Engativa;Engativa;Engativa;$ 495.000.000
Casa;Casa en venta en Engativa;3;2;66;Engativa;Engativa;Engativa;$ 330.000.000
Apartamento;Apartamento en venta en El Chico;3;3;116;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 570.000.000
Apartamento;Apartamento en venta en Engativa;2;2;60;Engativa;Engativa;Engativa;$ 280.000.000
Apartamento;Apartamento en venta en Chapinero;4;5;300;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.000.000.000
Casa;Casa en venta en Hayuelos;3;2;80;Hayuelos;Modelia;Modelia;$ 390.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;58;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 311.000.000
Bodega;Bodega en venta en Puente Aranda;3;2;68;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 164.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 510.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;70;Cedritos;USAQUEN;USAQUEN;$ 319.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 510.000.000
Apartamento;Apartamento en venta en Teusaquillo;1;2;50;Teusaquillo;Teusaquillo;Teusaquillo;$ 303.960.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 387.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;3;75;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 390.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;65;Kennedy;Kennedy Central;Kennedy Central;$ 315.000.000
Apartamento;Apartamento en venta en Los Martires;3;2;59;Los Martires;La Sabana;La Sabana;$ 245.000.000
Apartamento;Apartamento en venta en Bosa;2;1;42;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Apartamento;Apartamento en venta en Tintala;3;2;45;Tintala;Tintala;Tintala;$ 151.000.000
Apartamento;Apartamento en venta en Bogota D.C;3;1;47;Bogota D.C;Ciudad Salitre: Occidental;Ciudad Salitre;$ 129.500.000
Apartamento;Apartamento en venta en Kennedy;2;1;38;Kennedy;Kennedy Central;Kennedy Central;$ 150.000.000
Apartamento;Apartamento en venta en Mazuren;3;3;109;Mazuren;El Prado;El Prado;$ 360.000.000
Apartamento;Apartamento en venta en Bosa;3;1;45;Bosa;Bosa Central;Bosa Central;$ 141.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;53;Cedritos;USAQUEN;USAQUEN;$ 371.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;60;Fontibon;Fontibon;Fontibon;$ 272.000.000
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;Bosa Central;Bosa Central;$ 113.000.000
Apartamento;Apartamento en venta en Castilla;3;2;54;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 237.000.000
Apartamento;Apartamento en venta en Antonio Nariño;2;1;48;Antonio Nariño;Restrepo;Restrepo;$ 122.000.000
Apartamento;Apartamento en venta en Tintala;3;2;59;Tintala;Tintala;Tintala;$ 243.000.000
Apartamento;Apartamento en venta en Santa Fe;1;2;50;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 420.000.000
Apartamento;Apartamento en venta en Bosa;3;1;43;Bosa;Bosa Central;Bosa Central;$ 125.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;Kennedy Central;Kennedy Central;$ 134.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;51;Kennedy;Kennedy Central;Kennedy Central;$ 177.000.000
Apartamento;Apartamento en venta en Teusaquillo;3;2;46;Teusaquillo;Teusaquillo;Teusaquillo;$ 116.000.000
Casa;Casa en venta en Teusaquillo;4;4;340;Teusaquillo;Teusaquillo;Teusaquillo;$ 930.000.000
Apartamento;Apartamento en venta en Tintala;4;2;88;Tintala;Tintala;Tintala;$ 390.000.000
Apartamento;Apartamento en venta en Marly;2;3;95;Marly;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 490.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;58;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 449.964.000
Apartamento;Apartamento en venta en Santa Barbara;3;2;110;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 650.000.000
Apartamento;Apartamento en venta en Chapinero;2;2;80;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 420.000.000
Casa;Casa en venta en Normandia;5;4;142;Normandia;ENGATIVÁ: Santa Cecilia + Jardin  Botanico;ENGATIVÁ;$ 600.000.000
Casa;Casa en venta en El Batan;3;3;150;El Batan;La Alhambra;La Alhambra;$ 800.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;Kennedy Central;Kennedy Central;$ 134.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;57;USAQUEN;USAQUEN;USAQUEN;$ 298.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;71;Cedritos;USAQUEN;USAQUEN;$ 315.000.000
Apartamento;Apartamento en venta en Tintala;3;2;54;Tintala;Tintala;Tintala;$ 162.000.000
Casa;Casa en venta en Nicolas De Federman;12;3;420;Nicolas De Federman;Teusaquillo;Teusaquillo;$ 2.570.000.000
Apartamento;Apartamento en venta en Santa Barbara;1;2;66;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 375.000.000
Apartamento;Apartamento en venta en El Batan;2;2;67;El Batan;La Alhambra;La Alhambra;$ 400.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;63;Cedritos;USAQUEN;USAQUEN;$ 330.000.000
Apartamento;Apartamento en venta en Chapinero;2;2;75;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 447.500.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 167.500.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;50;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 125.000.000
Apartamento;Apartamento en venta en Hayuelos;3;2;76;Hayuelos;Modelia;Modelia;$ 400.000.000
Apartamento;Apartamento en venta en Teusaquillo;1;2;53;Teusaquillo;Teusaquillo;Teusaquillo;$ 310.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 287.000.000
